"uid","namedLocation","date","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","eventID","samplingProtocolVersion","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks","measuredBy","recordedBy","dataQF"
"cc26354d-8713-4ad9-b969-80a849ac7cc2","GUAN_009.basePlot.vst","2016-05-24","D04","GUAN","GUAN_009","distributed","evergreenForest",17.97943,-66.867833,"WGS84",20.1,725785.41,1989206.97,"19N",116.5,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","10",400,80,80,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun",NA
"5dda878d-e63d-413a-ac0b-4848bf994ed2","GUAN_019.basePlot.vst","2016-05-27","D04","GUAN","GUAN_019","distributed","evergreenForest",17.966255,-66.876782,"WGS84",20.1,724854.09,1987737.65,"19N",131.7,0.2,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",400,80,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun",NA
"8d7edc48-2ebf-4e6d-bcd4-b447df558ef6","GUAN_052.basePlot.vst","2016-06-15","D04","GUAN","GUAN_052","tower","evergreenForest",17.968041,-66.86713,"WGS84",20.1,725874.37,1987947.08,"19N",111.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","zPBe+8pzAK0B2URIObnv4uYPPEuv017obsOPc+5Qw/c=","legacyData"
"b336f9c1-227c-4091-adab-b6018c4f113d","GUAN_052.basePlot.vst","2016-06-15","D04","GUAN","GUAN_052","tower","evergreenForest",17.968041,-66.86713,"WGS84",20.1,725874.37,1987947.08,"19N",111.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","zPBe+8pzAK0B2URIObnv4uYPPEuv017obsOPc+5Qw/c=",""
"8e73aa4f-7f1b-454a-b54a-4ccbd45790f5","GUAN_043.basePlot.vst","2016-06-21","D04","GUAN","GUAN_043","tower","evergreenForest",17.968869,-66.867682,"WGS84",20.1,725814.84,1988038.07,"19N",115.9,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun","legacyData"
"2cacecd5-b8e8-4c53-bc99-cb20e305775f","GUAN_043.basePlot.vst","2016-06-21","D04","GUAN","GUAN_043","tower","evergreenForest",17.968869,-66.867682,"WGS84",20.1,725814.84,1988038.07,"19N",115.9,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun",""
"a128ee52-899e-4faf-90da-fcc916e745ad","GUAN_055.basePlot.vst","2016-07-07","D04","GUAN","GUAN_055","tower","evergreenForest",17.969688,-66.867651,"WGS84",20.1,725817.08,1988128.77,"19N",116.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg",""
"7bc02d5c-f316-4e0b-a140-109b6590743b","GUAN_055.basePlot.vst","2016-07-07","D04","GUAN","GUAN_055","tower","evergreenForest",17.969688,-66.867651,"WGS84",20.1,725817.08,1988128.77,"19N",116.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","legacyData"
"e55b8064-97ff-4c76-930b-73a8dd725201","GUAN_054.basePlot.vst","2016-07-18","D04","GUAN","GUAN_054","tower","evergreenForest",17.968868,-66.866561,"WGS84",20.1,725933.6,1988039.32,"19N",111.4,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","legacyData"
"d87e01fe-d220-4ab5-b483-665d9e088452","GUAN_054.basePlot.vst","2016-07-18","D04","GUAN","GUAN_054","tower","evergreenForest",17.968868,-66.866561,"WGS84",20.1,725933.6,1988039.32,"19N",111.4,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=",""
"73770871-c0fc-42a5-93f8-fea73b9d4f36","GUAN_058.basePlot.vst","2016-07-20","D04","GUAN","GUAN_058","tower","evergreenForest",17.970233,-66.866809,"WGS84",20.1,725905.59,1988190.12,"19N",121.6,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","25",800,40,100,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","legacyData"
"b1cc1c6f-fbe6-4b76-9b8e-ff17af13c724","GUAN_058.basePlot.vst","2016-07-20","D04","GUAN","GUAN_058","tower","evergreenForest",17.970233,-66.866809,"WGS84",20.1,725905.59,1988190.12,"19N",121.6,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","25",800,40,100,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg",""
"b27e5662-16ab-419e-9a9f-369211358c6d","GUAN_042.basePlot.vst","2016-08-02","D04","GUAN","GUAN_042","tower","evergreenForest",17.970725,-66.86397,"WGS84",20.3,726205.73,1988248.04,"19N",146.9,0.5,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","kbCMcQCBYkIGeEbw5o+toEE8cQWHX4IZ","legacyData"
"3f6f4781-ef0c-47c1-90df-2207cf9027d8","GUAN_042.basePlot.vst","2016-08-02","D04","GUAN","GUAN_042","tower","evergreenForest",17.970725,-66.86397,"WGS84",20.3,726205.73,1988248.04,"19N",146.9,0.5,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","kbCMcQCBYkIGeEbw5o+toEE8cQWHX4IZ",""
"552b6c13-ccfb-4182-99f5-6f519a3b67b8","GUAN_059.basePlot.vst","2016-08-05","D04","GUAN","GUAN_059","tower","evergreenForest",17.970195,-66.862869,"WGS84",20.2,726323.05,1988190.72,"19N",140.4,0.2,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8eXXlaWJZW1kxIpGoClDOdgHTO0gS+eF",""
"e081eba3-9f56-4e96-96e7-d5a1b80194b0","GUAN_059.basePlot.vst","2016-08-05","D04","GUAN","GUAN_059","tower","evergreenForest",17.970195,-66.862869,"WGS84",20.2,726323.05,1988190.72,"19N",140.4,0.2,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8eXXlaWJZW1kxIpGoClDOdgHTO0gS+eF","legacyData"
"27cb5c7a-1e2a-479a-a87d-92d4a418324d","GUAN_051.basePlot.vst","2016-08-15","D04","GUAN","GUAN_051","tower","evergreenForest",17.969091,-66.863147,"WGS84",20.1,726295,1988068.17,"19N",132.7,0.2,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","legacyData"
"53e59807-cf78-44d7-b458-9ff86ce9893b","GUAN_051.basePlot.vst","2016-08-15","D04","GUAN","GUAN_051","tower","evergreenForest",17.969091,-66.863147,"WGS84",20.1,726295,1988068.17,"19N",132.7,0.2,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=",""
"288590a7-db0a-4f29-bcec-ed64617dd8d2","GUAN_056.basePlot.vst","2016-08-29","D04","GUAN","GUAN_056","tower","evergreenForest",17.971008,-66.865387,"WGS84",20.1,726055.25,1988277.64,"19N",143.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8eXXlaWJZW1kxIpGoClDOdgHTO0gS+eF",""
"1ffb694f-4339-43d5-bc04-8a5a7ea56acc","GUAN_056.basePlot.vst","2016-08-29","D04","GUAN","GUAN_056","tower","evergreenForest",17.971008,-66.865387,"WGS84",20.1,726055.25,1988277.64,"19N",143.7,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","8eXXlaWJZW1kxIpGoClDOdgHTO0gS+eF","legacyData"
"55e64aee-c6c2-499a-81f4-b10ab4f48aef","GUAN_050.basePlot.vst","2016-09-01","D04","GUAN","GUAN_050","tower","evergreenForest",17.969913,-66.865696,"WGS84",20.1,726023.91,1988156.05,"19N",147.4,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","RS9r3fYolQ8OjMegYBbIjMNwHRFQe/2+",""
"f71f3d6b-273f-448b-86ec-39f832ce856c","GUAN_050.basePlot.vst","2016-09-01","D04","GUAN","GUAN_050","tower","evergreenForest",17.969913,-66.865696,"WGS84",20.1,726023.91,1988156.05,"19N",147.4,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","RS9r3fYolQ8OjMegYBbIjMNwHRFQe/2+","legacyData"
"5d64f304-277d-44f1-934c-4dc27f5a5717","GUAN_057.basePlot.vst","2016-09-14","D04","GUAN","GUAN_057","tower","evergreenForest",17.96857,-66.865136,"WGS84",20.1,726084.95,1988008.07,"19N",127.6,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","",NA,"",NA,"",NA,"10","100",800,40,400,NA,"8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",""
"ad6ef933-ceaa-47d9-b033-6a2dc1126b69","GUAN_057.basePlot.vst","2016-09-14","D04","GUAN","GUAN_057","tower","evergreenForest",17.96857,-66.865136,"WGS84",20.1,726084.95,1988008.07,"19N",127.6,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",""
"b13f8d70-f525-4395-9ee3-cb20765d5688","GUAN_057.basePlot.vst","2016-09-14","D04","GUAN","GUAN_057","tower","evergreenForest",17.96857,-66.865136,"WGS84",20.1,726084.95,1988008.07,"19N",127.6,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","7GSC2Ocp9nUteYgLIy4dgBai2aWAgzCc","legacyData"
"b9f58471-9885-4e60-8684-38dd59d53d8f","GUAN_049.basePlot.vst","2016-10-17","D04","GUAN","GUAN_049","tower","evergreenForest",17.967743,-66.8643,"WGS84",20.1,726174.57,1987917.54,"19N",124.8,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=","legacyData"
"610e2d9d-ac0d-4def-bb41-a93ef4016dfc","GUAN_049.basePlot.vst","2016-10-17","D04","GUAN","GUAN_049","tower","evergreenForest",17.967743,-66.8643,"WGS84",20.1,726174.57,1987917.54,"19N",124.8,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=",""
"0b9719d1-92b7-4773-98fe-69be39d2d44a","GUAN_061.basePlot.vst","2016-10-24","D04","GUAN","GUAN_061","tower","evergreenForest",17.966929,-66.863728,"WGS84",20.1,726236.2,1987828.13,"19N",104.3,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun","legacyData"
"d1a54679-4acb-42c0-bd78-5a0133877daa","GUAN_061.basePlot.vst","2016-10-24","D04","GUAN","GUAN_061","tower","evergreenForest",17.966929,-66.863728,"WGS84",20.1,726236.2,1987828.13,"19N",104.3,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","dkUVz+Ep9mjwe8AKJjPrCYTGVeHZyOun",""
"bdf9dcb3-2956-4cad-93ee-ee26e2212da8","GUAN_060.basePlot.vst","2016-11-11","D04","GUAN","GUAN_060","tower","evergreenForest",17.967716,-66.862876,"WGS84",20.2,726325.46,1987916.29,"19N",120.9,0.4,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=",""
"307d98df-3a5b-4dda-a8d0-e74a35092180","GUAN_060.basePlot.vst","2016-11-11","D04","GUAN","GUAN_060","tower","evergreenForest",17.967716,-66.862876,"WGS84",20.2,726325.46,1987916.29,"19N",120.9,0.4,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=","legacyData"
"cce9ce67-2fb5-466d-ac05-11f86ef32126","GUAN_048.basePlot.vst","2016-11-16","D04","GUAN","GUAN_048","tower","evergreenForest",17.96911,-66.864276,"WGS84",20.1,726175.37,1988068.89,"19N",132.5,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=","legacyData"
"5bc06084-fe27-44db-872b-a0f7f7b4dbc7","GUAN_048.basePlot.vst","2016-11-16","D04","GUAN","GUAN_048","tower","evergreenForest",17.96911,-66.864276,"WGS84",20.1,726175.37,1988068.89,"19N",132.5,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","2G6jL1xU09kc++3fEPpQLkA2cHzpx8zXwl+Jr/s/QvQ=",""
"6ba9b04e-d4d7-4f66-8f57-2da6a2b9ed93","GUAN_045.basePlot.vst","2016-11-17","D04","GUAN","GUAN_045","tower","evergreenForest",17.969212,-66.873903,"WGS84",20.1,725155.35,1988068.48,"19N",145.3,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","7GSC2Ocp9nUteYgLIy4dgBai2aWAgzCc",""
"38e237c5-1041-4fe6-8556-4a75f90f7125","GUAN_045.basePlot.vst","2016-11-17","D04","GUAN","GUAN_045","tower","evergreenForest",17.969212,-66.873903,"WGS84",20.1,725155.35,1988068.48,"19N",145.3,0.1,"vst_GUAN_2016","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,NA,"bLuA32XSwhQ1UEFOt6rO3xlOtBx7Ppbg","7GSC2Ocp9nUteYgLIy4dgBai2aWAgzCc","legacyData"
"275b3e44-e81f-458c-9d3a-0b3c14f095dd","GUAN_047.basePlot.vst","2017-02-27","D04","GUAN","GUAN_047","tower","evergreenForest",17.973185,-66.866786,"WGS84",20.2,725904.27,1988516.93,"19N",159.8,0.2,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,"schedule irregularity, 2017 bout 1","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","BUWuBJizbbqJ1SVYbs0wjmnYdl8b9NIq1adFzCQuvl8=",NA
"cc821cd7-b3d4-479c-a7bf-0274c8db0fae","GUAN_046.basePlot.vst","2017-03-16","D04","GUAN","GUAN_046","tower","evergreenForest",17.971618,-66.87246,"WGS84",20.1,725305.17,1988336.57,"19N",168,0.1,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,"schedule irregularity, 2017 bout 1","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"5f3ebac8-64b9-4872-b65e-d212a4ab6855","GUAN_044.basePlot.vst","2017-04-03","D04","GUAN","GUAN_044","tower","evergreenForest",17.966738,-66.870526,"WGS84",20.1,725516.25,1987798.71,"19N",147.5,0.1,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",800,40,800,"schedule irregularity, 2017 bout 1","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=","BUWuBJizbbqJ1SVYbs0wjmnYdl8b9NIq1adFzCQuvl8=",NA
"3f9b0f74-308a-46ff-9998-b85ff7d8d847","GUAN_045.basePlot.vst","2017-04-05","D04","GUAN","GUAN_045","tower","evergreenForest",17.969212,-66.873903,"WGS84",20.1,725155.35,1988068.48,"19N",145.3,0.1,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","10",800,40,40,"schedule irregularity, 2017 bout 1","8rHzSbnDOXjpaitjHXu3bvZcWZBazBT3Z6JypCrOTws=","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA
"50e53dd2-edb5-4604-afcb-6699b7de56c0","GUAN_042.basePlot.vst","2017-04-07","D04","GUAN","GUAN_042","tower","evergreenForest",17.970725,-66.86397,"WGS84",20.3,726205.73,1988248.04,"19N",146.9,0.5,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,"schedule irregularity, 2017 bout 1","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"0850a4ff-401b-452a-8f3f-70f7ee543f72","GUAN_043.basePlot.vst","2017-04-11","D04","GUAN","GUAN_043","tower","evergreenForest",17.968869,-66.867682,"WGS84",20.1,725814.84,1988038.07,"19N",115.9,0.1,"vst_GUAN_2017","NEON.DOC.000987vE","Y",NA,"Y",NA,"Y",NA,"10","100",800,40,400,"schedule irregularity, 2017 bout 1","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"f271c940-bd69-4390-a40e-cf61a9cfe772","GUAN_043.basePlot.vst","2017-04-21","D04","GUAN","GUAN_043","tower","evergreenForest",17.968869,-66.867682,"WGS84",20.1,725814.84,1988038.07,"19N",115.9,0.1,"vst_GUAN_2017","NEON.DOC.000987vE","",NA,"",NA,"",NA,"10","100",800,40,400,"schedule irregularity, 2017 bout 1","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"2ff3ae93-04d4-4ff0-b036-0095a0feb9da","GUAN_016.basePlot.vst","2017-12-04","D04","GUAN","GUAN_016","distributed","evergreenForest",17.967958,-66.884676,"WGS84",20.2,724015.64,1987916.62,"19N",164.5,0.2,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"1","noneSelected",400,8,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==",NA
"b703283e-1125-4ba0-a45c-6493e8f01461","GUAN_003.basePlot.vst","2017-12-05","D04","GUAN","GUAN_003","distributed","evergreenForest",17.973133,-66.861701,"WGS84",20.3,726443.04,1988517.37,"19N",182.9,0.3,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","10",400,80,80,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA
"88233479-0565-413d-b23a-23e5c1766e12","GUAN_015.basePlot.vst","2017-12-07","D04","GUAN","GUAN_015","distributed","evergreenForest",17.976917,-66.861915,"WGS84",20.3,726415.54,1988936,"19N",207.8,0.4,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==",NA
"37fd3068-61d3-4770-9af8-99d31e7ac439","GUAN_004.basePlot.vst","2018-01-08","D04","GUAN","GUAN_004","distributed","evergreenForest",17.969254,-66.85267,"WGS84",20.1,727404.74,1988099.02,"19N",133.5,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"f9d2d073-5236-46c8-991b-8db645d7e2c2","GUAN_013.basePlot.vst","2018-01-10","D04","GUAN","GUAN_013","distributed","evergreenForest",17.963662,-66.837731,"WGS84",20.1,728994.62,1987498.36,"19N",62,0.1,"vst_GUAN_2017","NEON.DOC.000987vE",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"7f0d9645-6344-4797-ae6d-154a365fcce4","GUAN_017.basePlot.vst","2018-01-11","D04","GUAN","GUAN_017","distributed","evergreenForest",17.965518,-66.835162,"WGS84",20.1,729264.4,1987706.99,"19N",75.5,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","7GSC2Ocp9nUdeLo1J+kj65CB+MYRHS9+bXf7zPsUlkw=",NA
"db184467-36f7-496a-9eaa-1efa94afc8a8","GUAN_001.basePlot.vst","2018-01-15","D04","GUAN","GUAN_001","distributed","evergreenForest",17.97277,-66.851235,"WGS84",20.2,727552.26,1988490,"19N",152.1,0.2,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==",NA
"03895e82-ffdd-4e28-a8c8-2cdc84878075","GUAN_008.basePlot.vst","2018-01-17","D04","GUAN","GUAN_008","distributed","evergreenForest",17.965762,-66.832036,"WGS84",20.1,729595.27,1987737.86,"19N",65.8,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA
"b7d4ffd2-964a-4feb-b993-78051af6e91a","GUAN_002.basePlot.vst","2018-01-19","D04","GUAN","GUAN_002","distributed","evergreenForest",17.970294,-66.824633,"WGS84",20.1,730373.7,1988248.73,"19N",89.1,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","8rHzSbnDOXhaO9I+jHT0bblXuZt7m8LPr2q0CAxmFw791d1KV3LTDA==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA
